date,workplaces,residential
24/01/2021,-17,7
25/01/2021,-33,12
26/01/2021,-35,13
27/01/2021,-33,12
28/01/2021,-32,12
29/01/2021,-31,12
30/01/2021,-12,6
31/01/2021,-18,7
01/02/2021,-37,14
02/02/2021,-36,13
03/02/2021,-31,11
04/02/2021,-32,11
05/02/2021,-30,11
06/02/2021,-11,6
07/02/2021,-17,6
08/02/2021,-33,11
09/02/2021,-33,12
10/02/2021,-32,11
11/02/2021,-34,13
12/02/2021,-33,13
13/02/2021,-15,8
14/02/2021,-20,7
15/02/2021,-52,18
16/02/2021,-45,16
17/02/2021,-39,13
18/02/2021,-42,17
19/02/2021,-35,14
20/02/2021,-10,6
21/02/2021,-13,5
22/02/2021,-31,11
23/02/2021,-31,10
24/02/2021,-30,10
25/02/2021,-30,10
26/02/2021,-29,10
27/02/2021,-10,5
28/02/2021,-13,4
01/03/2021,-30,9
02/03/2021,-30,10
03/03/2021,-30,9
04/03/2021,-30,9
05/03/2021,-29,9
06/03/2021,-11,4
07/03/2021,-13,3
08/03/2021,-31,9
09/03/2021,-31,9
10/03/2021,-30,9
11/03/2021,-30,9
12/03/2021,-30,9
13/03/2021,-11,3
14/03/2021,-15,4
15/03/2021,-33,10
16/03/2021,-32,9
17/03/2021,-31,8
18/03/2021,-32,10
19/03/2021,-31,8
20/03/2021,-10,2
21/03/2021,-12,2
22/03/2021,-30,8
23/03/2021,-30,8
24/03/2021,-30,9
25/03/2021,-30,9
26/03/2021,-30,8
27/03/2021,-10,2
28/03/2021,-14,3
29/03/2021,-31,8
30/03/2021,-31,8
31/03/2021,-31,8
01/04/2021,-31,8
02/04/2021,-40,10
03/04/2021,-14,2
04/04/2021,-23,1
05/04/2021,-34,8
06/04/2021,-31,7
07/04/2021,-31,7
08/04/2021,-30,8
09/04/2021,-30,7
10/04/2021,-12,2
11/04/2021,-14,2
12/04/2021,-29,7
13/04/2021,-29,7
14/04/2021,-30,8
15/04/2021,-29,8
16/04/2021,-29,8
17/04/2021,-12,2
18/04/2021,-13,2
19/04/2021,-29,8
20/04/2021,-29,8
21/04/2021,-29,8
22/04/2021,-28,8
23/04/2021,-28,7
24/04/2021,-12,2
25/04/2021,-13,2
26/04/2021,-29,7
27/04/2021,-29,7
28/04/2021,-29,7
29/04/2021,-29,8
30/04/2021,-28,6
01/05/2021,-12,1
02/05/2021,-13,1
03/05/2021,-29,7
04/05/2021,-29,7
05/05/2021,-29,7
06/05/2021,-28,6
07/05/2021,-27,6
08/05/2021,-12,0
09/05/2021,-14,0
10/05/2021,-29,7
11/05/2021,-29,7
12/05/2021,-29,7
13/05/2021,-29,6
14/05/2021,-28,6
15/05/2021,-13,0
16/05/2021,-12,1
17/05/2021,-29,7
18/05/2021,-28,7
19/05/2021,-28,7
20/05/2021,-28,6
21/05/2021,-27,5
22/05/2021,-11,0
23/05/2021,-12,1
24/05/2021,-29,6
25/05/2021,-28,6
26/05/2021,-29,6
27/05/2021,-29,6
28/05/2021,-31,6
29/05/2021,-15,1
30/05/2021,-15,0
31/05/2021,-72,15
01/06/2021,-31,6
02/06/2021,-30,7
03/06/2021,-29,7
04/06/2021,-28,6
05/06/2021,-8,0
06/06/2021,-10,0
07/06/2021,-31,7
08/06/2021,-30,7
09/06/2021,-30,6
10/06/2021,-30,6
11/06/2021,-31,6
12/06/2021,-10,0
13/06/2021,-10,0
14/06/2021,-32,6
15/06/2021,-31,6
16/06/2021,-31,6
17/06/2021,-32,6
18/06/2021,-33,6
19/06/2021,-11,0
20/06/2021,-13,-1
21/06/2021,-34,7
22/06/2021,-32,7
23/06/2021,-32,6
24/06/2021,-32,6
25/06/2021,-32,6
26/06/2021,-9,0
27/06/2021,-10,0
28/06/2021,-34,4
29/06/2021,-34,6
30/06/2021,-32,6
01/07/2021,-33,6
02/07/2021,-35,6
03/07/2021,-16,0
04/07/2021,-21,-2
05/07/2021,-68,14
06/07/2021,-35,7
07/07/2021,-34,7
08/07/2021,-34,7
09/07/2021,-33,7
10/07/2021,-9,0
11/07/2021,-10,1
12/07/2021,-33,7
13/07/2021,-33,7
14/07/2021,-32,6
15/07/2021,-32,6
16/07/2021,-32,6
17/07/2021,-10,0
18/07/2021,-11,0
19/07/2021,-33,6
20/07/2021,-33,6
21/07/2021,-32,6
22/07/2021,-32,6
23/07/2021,-32,6
24/07/2021,-10,0
25/07/2021,-10,0
26/07/2021,-33,6
27/07/2021,-32,7
28/07/2021,-32,6
29/07/2021,-32,7
30/07/2021,-32,6
31/07/2021,-10,0
01/08/2021,-10,0
02/08/2021,-33,6
03/08/2021,-32,6
04/08/2021,-32,6
05/08/2021,-32,6
06/08/2021,-32,6
07/08/2021,-10,1
08/08/2021,-10,0
09/08/2021,-33,7
10/08/2021,-32,7
11/08/2021,-32,6
12/08/2021,-32,6
13/08/2021,-32,6
14/08/2021,-11,1
15/08/2021,-11,0
16/08/2021,-33,6
17/08/2021,-33,6
18/08/2021,-30,6
19/08/2021,-31,6
20/08/2021,-30,5
21/08/2021,-10,1
22/08/2021,-12,2
23/08/2021,-32,6
24/08/2021,-31,6
25/08/2021,-30,6
26/08/2021,-30,6
27/08/2021,-29,6
28/08/2021,-10,2
29/08/2021,-12,2
30/08/2021,-31,6
31/08/2021,-30,6
01/09/2021,-30,6
02/09/2021,-30,6
03/09/2021,-30,5
04/09/2021,-15,1
05/09/2021,-15,0
06/09/2021,-72,16
07/09/2021,-30,6
08/09/2021,-28,6
09/09/2021,-27,6
10/09/2021,-25,4
11/09/2021,-9,1
12/09/2021,-11,2
13/09/2021,-28,6
14/09/2021,-28,6
15/09/2021,-27,5
16/09/2021,-28,6
17/09/2021,-27,4
18/09/2021,-11,1
19/09/2021,-13,1
20/09/2021,-27,5
21/09/2021,-26,6
22/09/2021,-24,6
23/09/2021,-24,5
24/09/2021,-24,4
25/09/2021,-9,0
26/09/2021,-11,1
27/09/2021,-25,5
28/09/2021,-24,5
29/09/2021,-23,5
30/09/2021,-23,5
01/10/2021,-23,4
02/10/2021,-10,1
03/10/2021,-12,1
04/10/2021,-25,5
05/10/2021,-24,5
06/10/2021,-23,5
07/10/2021,-23,5
08/10/2021,-24,5
09/10/2021,-10,1
10/10/2021,-12,1
11/10/2021,-32,7
12/10/2021,-24,5
13/10/2021,-23,5
14/10/2021,-23,5
15/10/2021,-24,4
16/10/2021,-10,0
17/10/2021,-12,1
18/10/2021,-24,5
19/10/2021,-23,5
20/10/2021,-23,5
21/10/2021,-23,5
22/10/2021,-23,4
23/10/2021,-10,1
24/10/2021,-13,2
25/10/2021,-24,6
26/10/2021,-23,6
27/10/2021,-22,5
28/10/2021,-22,5
29/10/2021,-22,5
30/10/2021,-10,1
31/10/2021,-13,1
01/11/2021,-24,6
02/11/2021,-24,6
03/11/2021,-22,5
04/11/2021,-22,6
05/11/2021,-22,5
06/11/2021,-10,2
07/11/2021,-11,2
08/11/2021,-22,5
09/11/2021,-22,5
10/11/2021,-21,5
11/11/2021,-33,8
12/11/2021,-24,6
13/11/2021,-10,2
14/11/2021,-12,2
15/11/2021,-23,6
16/11/2021,-22,5
17/11/2021,-21,5
18/11/2021,-22,5
19/11/2021,-21,5
20/11/2021,-8,2
21/11/2021,-9,2
22/11/2021,-28,6
23/11/2021,-29,6
24/11/2021,-37,6
25/11/2021,-84,19
26/11/2021,-62,15
27/11/2021,-19,4
28/11/2021,-12,3
29/11/2021,-23,6
30/11/2021,-22,6
01/12/2021,-22,5
02/12/2021,-22,6
03/12/2021,-21,5
04/12/2021,-6,2
05/12/2021,-9,3
06/12/2021,-23,6
07/12/2021,-21,6
08/12/2021,-20,6
09/12/2021,-20,6
10/12/2021,-20,6
11/12/2021,-5,2
12/12/2021,-7,2
13/12/2021,-21,6
14/12/2021,-21,6
15/12/2021,-21,5
16/12/2021,-21,5
17/12/2021,-21,5
18/12/2021,-7,2
19/12/2021,-7,2
20/12/2021,-30,7
21/12/2021,-31,7
22/12/2021,-33,7
23/12/2021,-43,9
24/12/2021,-68,16
25/12/2021,-66,10
26/12/2021,-20,4
27/12/2021,-48,13
28/12/2021,-44,12
29/12/2021,-44,12
30/12/2021,-46,13
31/12/2021,-62,17
